0.35
0.44
0.19
0.31
0.29
0.33
0.55
0.35
0.45
0.37
0.31
0.35
0.31
0.31
0.27
0.52
0.41
0.31
0.33
0.61
0.35
0.28
0.43
0.43
0.19
0.4
0.53
0.31
0.39
0.53
